"Molecule ChEMBL ID";"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Warning Type";"Warning Class";"Description";"Country";"First Withdrawn Year";"EFO ID";"EFO Term";"EFO ID for Warning Class";"References"
"CHEMBL1200613";"CHEMBL1020";"TOLMETIN";"Black Box Warning";"neurotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011057";"Type: DailyMed RefID: dbae03d7-b6ab-4139-8e79-29c05924849e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dbae03d7-b6ab-4139-8e79-29c05924849e|Type: FDA RefID: fa4096f0-0d22-4421-b4ca-6b1d7f078bd3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa4096f0-0d22-4421-b4ca-6b1d7f078bd3|Type: FDA RefID: 41b7704e-25a1-45e8-93c0-9ac2f0effef9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41b7704e-25a1-45e8-93c0-9ac2f0effef9|Type: FDA RefID: 15467b19-e43a-5be9-e063-6294a90a3cca URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15467b19-e43a-5be9-e063-6294a90a3cca"
"CHEMBL1201438";"CHEMBL1201438";"ALDESLEUKIN";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: 4e2b687e-47f2-4f3c-80ab-e3224befffca URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e2b687e-47f2-4f3c-80ab-e3224befffca"
"CHEMBL1795072";"CHEMBL1795072";"ZICONOTIDE ACETATE";"Black Box Warning";"psychiatric toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011059";"Type: DailyMed RefID: 5449ca98-efb8-4c3b-8756-747b2349a472 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5449ca98-efb8-4c3b-8756-747b2349a472|Type: DailyMed RefID: b025d8ed-937d-4597-9ad1-0b2f6e0ee5b1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b025d8ed-937d-4597-9ad1-0b2f6e0ee5b1"
"CHEMBL344159";"CHEMBL344159";"TOLVAPTAN";"Black Box Warning";"hepatotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011052";"Type: DailyMed RefID: 5526617c-c7b9-4556-886d-729bbabbc566 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5526617c-c7b9-4556-886d-729bbabbc566|Type: DailyMed RefID: dd71ee70-9435-4715-bee5-edbb5a8d7d7b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd71ee70-9435-4715-bee5-edbb5a8d7d7b|Type: FDA RefID: 5b14ba2b-9f80-41d6-9613-f16d3cf37d25 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b14ba2b-9f80-41d6-9613-f16d3cf37d25|Type: FDA RefID: ebae8c22-2abf-4b81-9bab-e068e798af48 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebae8c22-2abf-4b81-9bab-e068e798af48"
"CHEMBL661";"CHEMBL661";"ALPRAZOLAM";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 67f66894-addc-4e92-855a-c9ae03a5c2c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f66894-addc-4e92-855a-c9ae03a5c2c5|Type: DailyMed RefID: 79619e0f-1600-40ea-e053-2a91aa0a2700 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79619e0f-1600-40ea-e053-2a91aa0a2700|Type: DailyMed RefID: 9a4fe84e-dfb9-447f-a262-83063d4ccf11 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a4fe84e-dfb9-447f-a262-83063d4ccf11|Type: DailyMed RefID: 9af0b80f-b708-9709-e053-2995a90a9251 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9af0b80f-b708-9709-e053-2995a90a9251"
"CHEMBL129";"CHEMBL129";"ZIDOVUDINE";"Black Box Warning";"metabolic toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011054";"Type: DailyMed RefID: 54e21b7b-939c-4afa-9492-bde2b36dd352 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54e21b7b-939c-4afa-9492-bde2b36dd352|Type: DailyMed RefID: cd3f2a72-3f01-49ba-9efe-9f2e6fedbd01 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd3f2a72-3f01-49ba-9efe-9f2e6fedbd01|Type: DailyMed RefID: 51abd2ce-6be1-412d-b806-5f24935ac5e3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51abd2ce-6be1-412d-b806-5f24935ac5e3"
"CHEMBL3989698";"CHEMBL3989843";"TRANYLCYPROMINE";"Black Box Warning";"psychiatric toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011059";"Type: DailyMed RefID: 5e660597-bffa-4f7e-869f-67e753f56937 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e660597-bffa-4f7e-869f-67e753f56937|Type: DailyMed RefID: b72d8187-dfcc-4ea0-b5e9-c0be95b69a27 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b72d8187-dfcc-4ea0-b5e9-c0be95b69a27|Type: FDA RefID: 7974d4ad-c419-4c7f-bbd6-f631d53e30de URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7974d4ad-c419-4c7f-bbd6-f631d53e30de|Type: FDA RefID: 53bbe740-f3d5-4d72-9bfe-dc84d729b019 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53bbe740-f3d5-4d72-9bfe-dc84d729b019|Type: FDA RefID: 3c14a558-2df4-4d93-97dd-640dec6ee785 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c14a558-2df4-4d93-97dd-640dec6ee785"
"CHEMBL1455";"CHEMBL1455";"ALTRETAMINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL16080";"CHEMBL16080";"TRICHLOROETHANE";"Withdrawn";"cardiotoxicity";"potentially toxic to the cardiovascular system and was associated with deaths from misuse or abuse";"['United States']";"[1977]";"EFO:1001482";"cardiotoxicity";"EFO:1001482";"Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm"
"CHEMBL1697856";"CHEMBL1697856";"BUCETIN";"Withdrawn";"nephrotoxicity";"Renal";"['Germany']";"[1986]";"EFO:0011056";"nephrotoxicity";"EFO:0011056";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134"
"CHEMBL2108638";"CHEMBL2108638";"RAXIBACUMAB";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: FDA RefID: f6927e91-bb46-47b3-ab66-f9d8a9d7b12a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6927e91-bb46-47b3-ab66-f9d8a9d7b12a"
"CHEMBL4";"CHEMBL4";"OFLOXACIN";"Black Box Warning";"musculoskeletal toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011055";"Type: DailyMed RefID: 1d19a6db-6da5-e7de-f929-2d18bdfa2cf5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d19a6db-6da5-e7de-f929-2d18bdfa2cf5|Type: DailyMed RefID: ee1bf431-97fa-4aba-9cc3-0cfcea779ca2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee1bf431-97fa-4aba-9cc3-0cfcea779ca2|Type: DailyMed RefID: 1779c568-d7bb-4bd5-bc29-13bd52ba8a0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1779c568-d7bb-4bd5-bc29-13bd52ba8a0a|Type: FDA RefID: c4bf24ee-a80e-e9e4-e053-2a95a90aba4f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4bf24ee-a80e-e9e4-e053-2a95a90aba4f"
"CHEMBL3142541";"CHEMBL127516";"BUTAMBEN";"Withdrawn";"psychiatric toxicity";"Dermatologic Toxicity; Psychiatric Reaction";"['United States']";"[1964]";"EFO:0011059";"psychiatric toxicity";"EFO:0011059";"Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134"
"CHEMBL188921";"CHEMBL188921";"BUFLOMEDIL";"Withdrawn";"cardiotoxicity";"Serious nervous (convulsions, myoclonia and status epilepticus) and cardiac (tachycardia, hypotension, ventricular rhythm disorders and cardiac arrest) events especially in accidental overdose or voluntary overdose";"['Madagascar', 'Brazil', 'France', 'European Union']";"[2011, 2011, 2011, 2011]";"EFO:0000612";"myocardial infarction";"EFO:1001482";"Type: WHO RefID: 978-92-4-001477-0 URL: https://www.who.int/publications/i/item/9789240014770|Type: WHO RefID: 978-92-4-001477-0 URL: https://www.who.int/publications/i/item/9789240014770|Type: EMA RefID: medicines/human/referrals/buflomedil URL: https://www.ema.europa.eu/en/medicines/human/referrals/buflomedil|Type: EMA RefID: medicines/human/referrals/buflomedil URL: https://www.ema.europa.eu/en/medicines/human/referrals/buflomedil|Type: WHO RefID: 978-92-4-001477-0 URL: https://www.who.int/publications/i/item/9789240014770|Type: WHO RefID: 978-92-4-001477-0 URL: https://www.who.int/publications/i/item/9789240014770"
"CHEMBL715";"CHEMBL715";"OLANZAPINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 028aa88e-fa50-7aa8-cc0b-97c0c9a0357c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=028aa88e-fa50-7aa8-cc0b-97c0c9a0357c|Type: DailyMed RefID: 3bdb98d1-1c19-4439-93da-c7f4e96063aa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3bdb98d1-1c19-4439-93da-c7f4e96063aa|Type: DailyMed RefID: 90900978-3c2e-473e-aa89-3654228f80e6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90900978-3c2e-473e-aa89-3654228f80e6|Type: DailyMed RefID: 87b7fb23-c9b7-433f-bd17-cd3e91714c27 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87b7fb23-c9b7-433f-bd17-cd3e91714c27"
"CHEMBL7863";"CHEMBL7863";"APROBARBITAL";"Withdrawn";"drug misuse";"Fatal intoxications and abuse";"['Sweden']";"[1985]";"MONDO:0002491";"substance abuse";"EFO:0011049";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL521";"CHEMBL521";"IBUPROFEN";"Black Box Warning";"neurotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011057";"Type: DailyMed RefID: a2f34915-4898-3a6e-e053-2a95a90a56a8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a2f34915-4898-3a6e-e053-2a95a90a56a8|Type: DailyMed RefID: 88771e2d-8cb5-1f44-e053-2a95a90a33ce URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88771e2d-8cb5-1f44-e053-2a95a90a33ce|Type: DailyMed RefID: 95f98c31-72db-4324-9059-e601d24d0302 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=95f98c31-72db-4324-9059-e601d24d0302|Type: DailyMed RefID: f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2|Type: FDA RefID: a678514a-e7aa-4e04-8a89-0d83a38a5a0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a678514a-e7aa-4e04-8a89-0d83a38a5a0a|Type: FDA RefID: 03b45386-a802-40b1-b820-0c48d6d9f8ba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03b45386-a802-40b1-b820-0c48d6d9f8ba|Type: FDA RefID: c5eaa3a9-5aa8-46b0-8cec-639bfb327475 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5eaa3a9-5aa8-46b0-8cec-639bfb327475|Type: FDA RefID: 26cd56b0-edbb-74f3-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26cd56b0-edbb-74f3-e054-00144ff8d46c|Type: FDA RefID: 287466a2-fe87-a911-e063-6394a90acb14 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=287466a2-fe87-a911-e063-6394a90acb14"
"CHEMBL1201589";"CHEMBL1201589";"OMALIZUMAB";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: 7f6a2191-adfb-48b9-9bfa-0d9920479f0d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d"
"CHEMBL4101807";"CHEMBL4101807";"VOXELOTOR";"Withdrawn";"None";"higher rate of vaso-occlusive crisis (severe pain caused by sickled red blood cells blocking blood flow and oxygen delivery to tissues) in patients with sickle cell disease receiving Oxbryta compared to placebo. There were also more deaths";"['European Union', 'United States', 'United Kingdom']";"[2024, 2024, 2024]";"PATO:0001422";"dead";"None";"Type: FDA RefID: drug-safety-and-availability/fda-alerting-patients-and-health-care-professionals-about-voluntary-withdrawal-oxbryta-market-due#:~:text=%5B9%2F26%2F2024%5D,professionals%20should%20stop%20prescribing%20Oxbryta. URL: https://www.fda.gov/drugs/drug-safety-and-availability/fda-alerting-patients-and-health-care-professionals-about-voluntary-withdrawal-oxbryta-market-due#:~:text=%5B9%2F26%2F2024%5D,professionals%20should%20stop%20prescribing%20Oxbryta.|Type: MHRA RefID: https://assets.publishing.service.gov.uk/media/67165caa4a6b12291ed99819/oxbryta.pdf URL: https://assets.publishing.service.gov.uk/media/67165caa4a6b12291ed99819/oxbryta.pdf|Type: EMA RefID: news/ema-recommends-suspension-sickle-cell-disease-medicine-oxbryta URL: https://www.ema.europa.eu/en/news/ema-recommends-suspension-sickle-cell-disease-medicine-oxbryta"
"CHEMBL521";"CHEMBL521";"IBUPROFEN";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: DailyMed RefID: 95f98c31-72db-4324-9059-e601d24d0302 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=95f98c31-72db-4324-9059-e601d24d0302|Type: DailyMed RefID: f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2a61c07-e9b7-4d18-acd5-d0ddbc5ce1b2|Type: DailyMed RefID: 88771e2d-8cb5-1f44-e053-2a95a90a33ce URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88771e2d-8cb5-1f44-e053-2a95a90a33ce|Type: DailyMed RefID: a2f34915-4898-3a6e-e053-2a95a90a56a8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a2f34915-4898-3a6e-e053-2a95a90a56a8|Type: FDA RefID: c5eaa3a9-5aa8-46b0-8cec-639bfb327475 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5eaa3a9-5aa8-46b0-8cec-639bfb327475|Type: FDA RefID: 03b45386-a802-40b1-b820-0c48d6d9f8ba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03b45386-a802-40b1-b820-0c48d6d9f8ba|Type: FDA RefID: a678514a-e7aa-4e04-8a89-0d83a38a5a0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a678514a-e7aa-4e04-8a89-0d83a38a5a0a|Type: FDA RefID: 26cd56b0-edbb-74f3-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26cd56b0-edbb-74f3-e054-00144ff8d46c|Type: FDA RefID: 287466a2-fe87-a911-e063-6394a90acb14 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=287466a2-fe87-a911-e063-6394a90acb14"
"CHEMBL8";"CHEMBL8";"CIPROFLOXACIN";"Black Box Warning";"musculoskeletal toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011055";"Type: DailyMed RefID: add61932-233d-44ff-b938-c2d9fb801df0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add61932-233d-44ff-b938-c2d9fb801df0|Type: DailyMed RefID: 7049f870-6741-4a67-8033-398c36126a06 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7049f870-6741-4a67-8033-398c36126a06|Type: FDA RefID: cbbbf939-3219-4515-a48e-ca264daa4d07 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbbbf939-3219-4515-a48e-ca264daa4d07|Type: FDA RefID: f406e796-17d9-4465-b8a7-00d966a4ba74 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f406e796-17d9-4465-b8a7-00d966a4ba74|Type: DailyMed RefID: 6fa203ab-2822-4394-8f17-83f6eeaec626 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6fa203ab-2822-4394-8f17-83f6eeaec626|Type: DailyMed RefID: a6181900-4a14-426c-80e9-c73f8a820514 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6181900-4a14-426c-80e9-c73f8a820514|Type: DailyMed RefID: 6c6b5e68-9cd7-4abd-aa88-296b96686228 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c6b5e68-9cd7-4abd-aa88-296b96686228|Type: DailyMed RefID: 084020fe-6571-4fb3-a13e-937615432fe8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=084020fe-6571-4fb3-a13e-937615432fe8|Type: DailyMed RefID: fbcd32c0-bcfd-4cc7-8e81-6612bc0cfc45 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbcd32c0-bcfd-4cc7-8e81-6612bc0cfc45|Type: FDA RefID: ae77a5c0-a2ae-770c-e053-2a95a90a6a96 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae77a5c0-a2ae-770c-e053-2a95a90a6a96|Type: FDA RefID: 8cb3b13b-9cee-faa7-e053-2a95a90a0bfb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8cb3b13b-9cee-faa7-e053-2a95a90a0bfb|Type: FDA RefID: 614102db-a550-0534-e053-2991aa0a1b23 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=614102db-a550-0534-e053-2991aa0a1b23|Type: FDA RefID: 1496ea0f-1419-c809-e063-6294a90a0b43 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1496ea0f-1419-c809-e063-6294a90a0b43|Type: FDA RefID: 2c39e226-68c0-b0e5-e063-6394a90adc07 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c39e226-68c0-b0e5-e063-6394a90adc07"
"CHEMBL255044";"CHEMBL255044";"FLUPIRTINE";"Withdrawn";"hepatotoxicity";"Risk of serious liver injury";"['European Union']";"[2018]";"EFO:0011052";"hepatotoxicity";"EFO:0011052";"Type: EMA RefID: news/withdrawal-pain-medicine-flupirtine-endorsed URL: https://www.ema.europa.eu/en/news/withdrawal-pain-medicine-flupirtine-endorsed|Type: EMA RefID: news/withdrawal-pain-medicine-flupirtine-endorsed URL: https://www.ema.europa.eu/en/news/withdrawal-pain-medicine-flupirtine-endorsed"
"CHEMBL4802239";"CHEMBL4650319";"MOBOCERTINIB";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: FDA RefID: f1a91500-a944-4cb8-b4a8-ae278bcf728d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1a91500-a944-4cb8-b4a8-ae278bcf728d"
"CHEMBL1200563";"CHEMBL1477";"CERIVASTATIN";"Withdrawn";"musculoskeletal toxicity";"increased risk of rhabdomyolysis";"['Worldwide']";"[2001]";"EFO:0003867";"rhabdomyolysis";"EFO:0011055";"Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: TGA RefID: alert/cerivastatin-withdrawal-sale URL: https://www.tga.gov.au/alert/cerivastatin-withdrawal-sale|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2001/14432a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2001/14432a-eng.php"
"CHEMBL1200472";"CHEMBL1200472";"QUAZEPAM";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 9727e8b4-14f1-451d-9630-84eabc772e42 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9727e8b4-14f1-451d-9630-84eabc772e42"
"CHEMBL4208954";"CHEMBL177";"AMIKACIN";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: FDA RefID: 499ab990-2b21-474f-aaba-d86388965f40 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=499ab990-2b21-474f-aaba-d86388965f40"
"CHEMBL2219425";"CHEMBL2219425";"ARIPIPRAZOLE LAUROXIL";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: 17a8d11b-73b0-4833-a0b4-cf1ef85edefb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17a8d11b-73b0-4833-a0b4-cf1ef85edefb"
"CHEMBL295124";"CHEMBL295124";"BERBERINE";"Withdrawn";"neurotoxicity";"Jaundice, haemolytic anemia and kernicterus with brain damage in infants with glucose 6-phosphate dehydrogenase deficiency who were exposed either in utero or post-natally";"['Singapore']";"[1978]";"EFO:1001002";"kernicterus";"EFO:0011057";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL270190";"CHEMBL270190";"ALVIMOPAN";"Black Box Warning";"psychiatric toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011059";""
"CHEMBL1611";"CHEMBL16";"PHENYTOIN";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: 035a8d4e-2063-4240-83cb-d7eebcabe301 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=035a8d4e-2063-4240-83cb-d7eebcabe301|Type: DailyMed RefID: e3d499f7-03d8-4b66-b05d-f46cb9310905 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3d499f7-03d8-4b66-b05d-f46cb9310905|Type: DailyMed RefID: 31d00e75-4fe0-4aec-9cba-c86cb78762c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31d00e75-4fe0-4aec-9cba-c86cb78762c5|Type: FDA RefID: a4f31068-73fb-4efb-b4ac-7d1b9fd9f79a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a4f31068-73fb-4efb-b4ac-7d1b9fd9f79a|Type: FDA RefID: 6922f32f-8bed-4c09-8103-27987bcbd104 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6922f32f-8bed-4c09-8103-27987bcbd104|Type: FDA RefID: a52cf1bd-dc1f-47be-aba8-29066d9a50fb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a52cf1bd-dc1f-47be-aba8-29066d9a50fb"
"CHEMBL1697751";"CHEMBL1740513";"ISAXONINE";"Withdrawn";"hepatotoxicity";"Hepatotoxicity";"['France']";"[1983]";"EFO:0004228";"drug-induced liver injury";"EFO:0011052";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL3183453";"CHEMBL36506";"NOVOBIOCIN";"Withdrawn";"hepatotoxicity";"Relatively common skin reactions; Jaundice; Hepatic failure; Blood dyscrasias (neutropenia, anemia, and thrombocytopenia)";"['United States']";"[2009]";"HP:0001399";"Hepatic failure";"EFO:0011052";"Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf"
"CHEMBL1550";"CHEMBL1550";"PHYTONADIONE";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: 02445c07-7b4b-cd70-54e8-ebefc814f547 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02445c07-7b4b-cd70-54e8-ebefc814f547|Type: DailyMed RefID: f922f301-f5ab-4db8-b6a6-364f95fff09c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f922f301-f5ab-4db8-b6a6-364f95fff09c|Type: FDA RefID: 1cf90be3-a744-4db5-999d-a84c67372304 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1cf90be3-a744-4db5-999d-a84c67372304"
"CHEMBL1201179";"CHEMBL554";"LAPATINIB";"Black Box Warning";"hepatotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011052";"Type: DailyMed RefID: eee37f88-ec6a-4c30-b8aa-e2c71f93088c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eee37f88-ec6a-4c30-b8aa-e2c71f93088c|Type: FDA RefID: 50d0dd0c-7682-43d0-aa1b-ca26e9181aee URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50d0dd0c-7682-43d0-aa1b-ca26e9181aee"
"CHEMBL2105648";"CHEMBL2105648";"PALOVAROTENE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: FDA RefID: 67dce406-7cc4-4d66-92de-ad18b6df0625 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67dce406-7cc4-4d66-92de-ad18b6df0625"
